name	registration_no
ACCOUNTANCY ASSOSICATES	PBG45
APSARA CLUB	PBG36
BLACK BIRD SPORTSMEN	PBG29
BLUE DIAMOND SPORTSMEN	PBG28
CEY-NOR DEVELOPMENT FOUNDATION	PBG24
CEYLON MUTUAL GUARANTEE ASSOCIATION ( BY GUARANTEE)	PBG13
CEYLON MUTUAL INSURANCE CO	PBG3
COLOMBO MEDICAL SCHEMES	PBG8
CONSULTANCY AND FINANCE AND DEVELOPMENT	PBG37
DHARSHANA	PBG26
ENVIRONMENTAL FOUNDATION	PBG41
ERD FINANCE	PBG43
GOLDEN ARROWS SPORTSMEN	PBG34
LANKA AUTO SPARE PARTS DEALERS SYNDICATE	PBG15
NEDIMALA SPORTSMAN	PBG31
PAMANKADE SPORTSMEN	PBG27
PUWAKARAMBA SPORTSMENS	PBG25
RURAL COMMUNITY DEVELOPMENT PROJECT	PBG47
SAMPATH SPORTSMEN	PBG35
SOCIETY FOR PREVENTION OF CRUELTY TO ANIMALS	PBG2
SRI LANKA PERFORMING RIGHTS SOCIETY	PBG42
SUYATHESA AFIVIRTHI SANGAM	PBG7
THE COLOMBO MUTUAL ASSURANCE	PBG11
THE EASTERN INSURANCE CO .	PBG1
THE EASTERN MUTUAL GENERAL ASSURANCE	PBG10
THE FREE LANKA BENEFITS	PBG20
THE INSURANCE POLICY HOLDERS SERVICES	PBG16
THE MATALE TAMIL EDUCATIONAL ASSN.	PBG6
THEEPAM INSTITUTE	PBG39
TORRINGTON UNITED SPORTSMEN	PBG33
TRINCO MUTUAL SHIPPING & LABOUR ORGANISATION	PBG12
TRRO	PBG49
