name	registration_no
CENTURY LANDS AND HOMES	PV00254142
CENTRE FOR SOCIAL CONCERNS	GL2153
CENTRIC CONSTRUCTION	PV00215552
CENTRAL IMPORTS AND EXPORTS	PV00255740
CENTRE FOR HUMAN RIGHTS AND DEVELOPMENT	GA527
CENTURY 21 CONSOTIUM	PV8829
CENTREKID	PV00215761
CENTRAL NURSING CARE CENTRE	PV79010
CENTRAL AGRI IMPORTERS	PV85535
CENTRAL PHOTO DIGITAL	PV68174
CENTRAL MOTORS	PV19505
CENTRE FOR EDUCATION	
CENTURION INTERNATIONAL HOLDINGS	PV00267689
CENTRUM INVESTMENTS	PV00244632
CENTER FOR CHILD AND WOMEN DEVELOPMENT	
CENTER FOR DEVELOPMENT AND TRAININGS	PV00266151
CENTRAL PRIMELANDS	PV11919
CENTRAL 7	PV128124
CENESLII HOLDINGS	PV97984
CENTER FOR ENVIRONMENTAL JUSTICE	GL46
CENTRUM MART	PV00264700
CENTRE FOR MEDIA AND DEVELOPMENT	GA3288
CENTRE FOR VICTIMS OF CRIME	GA2133
CENTRAL CREDIT INVESTMENT	PB5195
CENTRAL NURSING HOME	PV6511
CENTRE FOR ISLAMIC INVESTMENT STUDIES	PV89196
CENTIYO SOLUTIONS	PV60730
CENTRALPARK INTERNATIONAL CAMPUS	PV60594
CENTRAL STEEL	PV99764
CENTURA INVESTMENTS	PV00272095
CENTRE FOR LAW AND WARFARE	PV00277248
CENTRAL RECRUITMENT	PV00259617
CENACLE	PV00224378
CENTAURI	PV00283748
CENTRE FOR PUBLIC POLICY	GA2091
CENTERPOINT HOLDINGS	PV4983
CENTURION PRESTIGE	PV00288835
CENTERLINE TRAVELS & TRADING	
CENTER FOR APPLIED RESEARCH AND ENHANCED LEARNING	
CENTER.LK	PV00277168
CENTRE FOR PUBLIC POLICY	GA2091
CENTERPOINT HOLDINGS	PV4983
CENTERLINE TRAVELS & TRADING	
CENTRAL PROVINCE EXPORTERS CHAMBER	GA2253
CENTRE FOR BUSINESS COMMUNITY DEVELOPMENT	GA3169
CENTRE FOR HOUSING RIGHTS AND EVICTIONS	GA526
CENTRIC HOLDINGS	PV00202169
CENTRIC CORPORATES	PV00226243
CENTURY CHEMICALS	PV60784
CENICA EXPORTS	PV00243377
CENTRAL MOTOR TRADING	
CENTENARY COUNTRY CLUB	PV00225282
CENTRAL FEED DISTRIBUTORS	PV00258908
CENTRAL IMPEX	PV98887
CENTURY HOTEL INVESTMENT COMPANY	PV00284068
CENTRAL SERVICES  (PVS 7374)	PV21309
CENTER FOR DEVELOPMENT COMMUNICATION	PV00287569
CENTRAL COUNCIL OF DISABLED PERSONS	GA718
CENTRAL FOREX AND MONEY BROKERS	PB284
CENTRE FOR  A   SMART  FUTURE	PV00240148
CENTRAL BEARINGS & MACHINERY	PV11638
CENTRE OF EXCELLENCE FOR HUMAN RESOURCE AND ECONOMIC DEVELOPMENT	PV00285253
CENTRE FOR WORKERS' EDUCATION AND TRAINING	GA00233034
CENTRAL HOSPITALS	PV2525PB
CENTRAL STORES	PV5631
CENTRAL INDUSTRIES	PQ121
CENTRE FOR CHILDREN'S HAPPINESS	GL2224
CENTRAL CONSTRUCTION LANKA	PV00237583
CENTRAL PROVINCE ASPHALT	PV80716
CENTER FOR ORGANIZED MAKTAB	GL2399
CENTRAL TRADE LINE	PV00236644
CENTER FOR INTERNATIONAL CULTURE AND ART COOPERATION	GA00241801
CENTRAL INSURANCE CO.	F22
CENTENARY MOVEMENT	GA00236142
CENTRE FOR MUSLIM ETHNIC STUDIES	GA352
CENTRE FOR DEVELOPMENT MANAGERS	GA85
CENTRE FOR BUSINESS LINKAGE	PV00231560
CENTRAL HILLS PLANTATION	PV15589
CENT CUBE	PV00211279
CENTRAL WASTE TO ENERGY	PV78062
CENTRAL CONCRETE INDUSTRIES . [PVS 2236]	PV15436
CENTRE FOR EQUALITY AND JUSTICE	GL2458
CENTRE FOR AGRIBUSINESS DEVELOPMENT	GA2620
CENTRE FOR TECHNOLOGY EDUCATION PROMOTION AND TRAINING	GL5
CENTRE FOR HUMAN RIGHTS AND DEVELOPMENT	GA527
CENTRAL NEVINDI  RETREADS	PV00256835
CENTER FOR ACCELERATED LITERACY AND LEARNING	PV00221366
CENTRE FOR SKILLS DEVELOPMENT STUDIES	PV00245607
CENTRAL HOTEL & PROPERTY MANAGEMENT	PV98494
CENTRAL MOTOR ENGINEERING	PV99260
CENTRAL CONSTRUCTION AND DEVELOPMENT	PV18284
CENTRAL PHOTO DIGITAL	PV68174
CENTRE FOR TECHNOLOGY EDUCATION PROMOTION AND TRAINING	GL5
CENTRE FOR INTERCULTURAL UNDERSTANDING	GA2971
CENTRE FREIGHT FORWARDING	PV67903
CENTRE FOR AVIATION STUDIES	PV00205199
CENTRE FOR LEGAL EXCELLENCE	PV102216
CENTRAL ENTERPRISES	PV00252031
CENTRE OF HYPER ACADEMIC TRAINERS	PV62727
CENTRAL TRADING AND COMPANY	PV00255738
CENTRAL PAPER SACKS	PV60893
CENTRE FOR AVIATION STUDIES	PV00205199
CENTRAL WATERPROOFING SOLUTION	PV00264272
CENTRAL HOMES AND CONSTUCTION COMPANY	PV84465
CENTRE FOR LEGAL EXCELLENCE	PV102216
CENTRE FOR GEM & JEWELLERY	PV71523
CENTRE OF HYPER ACADEMIC TRAINERS	PV62727
CENTRAL TRUST INVESTMENTS	PV78398
CENTRAL MEDICAL KANDY	PV98833
CENTRAL HARDWARE KURUNEGALA	PV99883
CENTRAL HARDWARE KURUNEGALA	PV99883
CENTRAL PRIMELANDS	PV11919
CENTRAL BUSINESS MANAGEMENT CAMPUS	PV00266622
CENTRAL PRECURED RETREADS	PV22108
CENTER FOR ENVIRONMENTAL JUSTICE	GL46
CENTURY LANDS AND HOMES	PV00254142
CENTRAL LANDS AND HOMES	PV00209956
CENTRE FOR ADVANCED STUDIES AND RESEARCH	PV124567
CENTRO   HOLDINGS	PV00259411
CENTRE FOR SENIOR CITIZENS	GA00266448
CENTRIC INVESTMENTS	PV00211831
CENTRE FOR DEVELOPMENT COMMUNICATION	PV116335
CENTURION INTERNATIONAL HOLDINGS	PV00267689
CENTAUR TRAVEL RETAIL	NF460
CENTER FOR TRANSDISCIPLINARY RESEARCH	PV121331
CENTRAL DISPENSARY AND SURGERY	PV22047
CENTER FOR DEVELOPMENT AND TRAININGS	PV00266151
CENTRAL ECHO ENGINEERING	PV7542
CENACLE CLOUD	PV00288165
CENTRAL MOTORS LANKA	PV76370
CENESLII HOLDINGS	PV97984
CENTER POINT TEXTILE	PV00253721
CENTRAL ENERGY RESOURCES	PV112159
CENTRAL COMMERCIAL	PV73674
CENTRE FOR LAW AND WARFARE	PV00277248
CENTRAL FINANCE COMPANY	PQ67
CENTER FOR EMPLOYABILITY AND LEADERSHIP	PV132123
CENICA EXPORTS	PV00243377
CENTRAL MANAGEMENT SERVICES	PV67732
CENACLE	PV00224378
CENACLE CLOUD	PV00288165
CENTER FOR CHILD AND WOMEN DEVELOPMENT	
CENTER FOR PROFESSIONAL DEVELOPMENT	PV129543
CENTRE FOR WOMEN`S RESEARCH	GA349
CENTRAL MOTO GROUP	PV00206084
CENTRE FOR MEDIA AND DEVELOPMENT	GA3288
CENTRAL NURSING HOME	PV6511
CENTER FOR DEVELOPMENT AND TRAININGS	PV00266151
CENESLII HOLDINGS	PV97984
CENTRAL INVESTMENT SERVICES	PV00283302
CENTRE FOR JUSTICE	
CENTRAL WAY INVESTMENT	PV00260978
CENTURA CONSTRUCTIONS	PV00210881
CENTRAL MOTOR TRADING	
CENTURY HOLDINGS	PV120815
CENTRAL SERVICES  (PVS 7374)	PV21309
CENTRAL STORES	PV5631
CENTER FOR EFFECTIVE LIFE MANAGEMENT AND VISUAL ANTHOPULAM	GA2051
CENTURY FARMS	PV00229599
CENTRE FOR CHILDREN''S HAPPINESS	GL2224
CENTRAL AUTO IMPORTERS	PV131127
CENTRE OF EXCELLENCE FOR HUMAN RESOURCE AND ECONOMIC DEVELOPMENT	PV00285253
CENTERLINE TRAVELS & TRADING	
CENTER FOR EXCELLENCE IN PROMOTION OF TRADE	PV00286816
CENTURY CHEMICALS	PV60784
CENTRE FOR JUSTICE	
CENTRAL KITCHEN	PV00261586
CENTRAL BEARINGS & MACHINERY	PV11638
CENACLE HOMES	PV00229784
CENCEPTUA INTERGRATED	PV80222
CENTRE FOR ENVIRONMENT AND DEVELOPMENT	GA46
CENTRAL BEARINGS & MACHINERY	PV11638
CENTRAL HOSPITALS	PV2525PB
CENTRAL HOME AND MEDI CARE	PV108323
CENTRAL PHARMACY & HOLDINGS	PV00256821
CENTRE FOR ECO-CULTURAL STUDIES	GA2697
CENTRAL OIL FIELD COMPANY SERVICES	PV83286
CENTREPOINT INTERIOR LANKA	PV87486
CENTRE FOR HANDICAPPED	GA6
CENTER FOR ACHIEVEMENT AND WELLBEING	PV00262191
CENTIMETER MOTORS	PV00202384
CENTRAL SPICE FARMING EXPORT	PV00227183
CENTER  FOR  WOMEN  WORKERS	GA00219011
CENCEPTUA INTERGRATED	PV80222
CENTRE FOR BRITISH QUALIFICATIONS	PV00225113
CENTRAL   PEARL   EXPORTS	PV00222158
CENTRE FOR BUSINESS LINKAGE	PV00231560
CENTRAL INVESTMENT CAPITAL	PV00211233
CENTREPAL LANKA	PV00254580
CENFRACEE	PV00237136
CENTRAL INVESTMENT CAPITAL	PV00211233
CENTREPAL LANKA	PV00254580
CENTRE FOR SOCIAL CONCERNS	GL2153
CENTRAL AGRO LANKA	PV93585
CENTELLA AYURVEDIC PAVILION	PV00283791
CENTRE FOR HUMAN RIGHTS AND DEVELOPMENT	GA527
CENTRE FOR INTERNATIONAL MIGRATION	GA2334
CENTRAL BIOMASS SUPPLIERS	PV00243931
CENTRAL DISTRIBUTORS	PV80527
CENTREVIEW S L	PV129511
CENTRE LINE MICRO CREDIT	PV113269
CENTRAL NURSING CARE CENTRE	PV79010
CENTIMETER MOTORS	PV00202384
CENTRE FOR TECHNOLOGY EDUCATION PROMOTION AND TRAINING	GL5
CENTER  FOR  WOMEN  WORKERS	GA00219011
CENTRE FOR BRITISH QUALIFICATIONS	PV00225113
CENTRE FOR JUSTICE AND CHANGE	GL00201424
CENTRAL PAPER SACKS	PV60893
CENTRE FREIGHT FORWARDING	PV67903
CENTRAL PHARMACY	PV9103
CENTURY MANAGEMENT GROUP	PB818
CENTRAL PHARMACY	PV9103
CENTRE FREIGHT FORWARDING	PV67903
CENTRAL MEDICAL KANDY	PV98833
CENTRIX LANKA	PV00218290
CENTRAL HARDWARE PANAGAMUWA	PV00280060
CENTRAL PROVINCE CHAMBER OF ENTREPRENEURS	
CENTRE FOR EXCELLENCE IN EDUCATIONAL DEVELOPMENT	GL2407
CENTURY AGENCIES	PV00202437
CENTRIC AGRO PRODUCTS	PV00214253
CENTRE FOR HUMANITARIAN AND INTERGRATED DEVELOPMENT	GL2424
CENTER FOR ENVIRONMENT EDUCATION	GA68
CENTRAL SHIPPING AGENCIES CEYLON	PV128717
CENTRE FOR DEVELOPMENT COMMUNICATION	PV116335
CENTRE FOR VICTIMS OF CRIME	GA2133
CENACLE CLOUD	PV00288165
CENTRAL CORPORATE AND CONSULTANCY SERVICES	PV3688
CENTER FOR PROFESSIONAL DEVELOPMENT	PV129543
CENTRE FOR INTEGRATED INDIGENOUS KNOWLEDGE SYSTEMS	GA00265941
CENTURY ZONE	PV114661
CENTRAL MOTO GROUP	PV00206084
CENTRIC LOGISTICS & CARGO	PV00205865
CENTURY DISTRIBUTION SYSTEMS . [N(PVS) 11453]	PV13123
CENTRE FOR ENGLISH LANGUAGE SKILLS	PV60746
CENTURA I T	PV00221267
CENTRAL RECRUITMENT	PV00259617
CENTER FOR APPLIED RESEARCH AND ENHANCED LEARNING	
CENTER.LK	PV00277168
CENTRAL FINANCE COMPANY	PQ67
CENTRAL ECHO ENGINEERING	PV7542
CENTRAL CREDIT INVESTMENT	PB5195
CENACLE CLOUD	PV00288165
CENTRAL MOTORS LANKA	PV76370
CENTRAL CORPORATE AND CONSULTANCY SERVICES	PV3688
CENTRE FOR ISLAMIC INVESTMENT STUDIES	PV89196
CENTER FOR TRANSDISCIPLINARY RESEARCH	PV121331
CENTRAL INVESTMENT SERVICES	PV00283302
CENTRAL RECRUITMENT	PV00259617
CENTAURI	PV00283748
CENTRE FOR PUBLIC POLICY	GA2091
CENTRE FOR LAW AND WARFARE	PV00277248
CENTRAL MANAGEMENT SERVICES	PV67732
CENTURA INVESTMENTS	PV00272095
CENACLE	PV00224378
CENTRAL ELECTRICALS LANKA	PV12387
CENTRIC LOGISTICS & CARGO	PV00205865
CENTRAL SECURITY & INTELLIGENCE AGENCY	PV00264883
CENTRE FOR THE ADVANCEMENT OF RESOURCE MOBILISATION	GA28
CENTRE FOR COMMUNICATION TRAINING	GA375
CENTRAL ASIA PACIFIC COMPANY	PV87577
CENTRE FOR LEARNING	PV64129
CENTRE FOR INTERNATIONAL DEVELOPMENT AND INCLUSIVE GOVERNANCE (CIDIG)	
CENTRE FOR DEVELOPMENT RESEARCH AND INDUSTRIES	GA2250
CENTRE FOR JUSTICE	
CENMETRIX	PV74253
CENTRAL PICTURE PALACE	PV2083
CENTER FOR HUMAN RIGHTS AND RESOURCES	GA2508
CENTRAL BEARINGS & MACHINERY	PV11638
CENTRAL HOME AND MEDI CARE	PV108323
CENTRE OF EXCELLENCE FOR HUMAN RESOURCE AND ECONOMIC DEVELOPMENT	PV00285253
CENTRE FOR HANDICAPPED	GA6
CENTRE OF EXCELLENCE IN ROBOTICS APPLICATION	PV00234322
CENTRAL FOREX AND MONEY BROKERS	PB284
CENTURY INVESTMENTS AND FINANCE	PB1735
CENTURY MARITIME	PV9235
CENTRAL HEALTH WATCH	PV75180
CENTRE FOR  A   SMART  FUTURE	PV00240148
CENTRE FOR ENVIRONMENT AND DEVELOPMENT	GA46
CENTRAL MONEY EXCHANGE	PV00200833
CENTRE FOR COMMUNITY DEVELOPMENT CEYLON	GA00245759
CENTRAL TRADE LINE	PV00236644
CENTRE FOR BUSINESS LINKAGE	PV00231560
CENTRUM MARINE CONSULTANCY	PV00224385
CENTRAL PHARMACY & HOLDINGS	PV00256821
CENTRE FOR SOCIAL DEMOCRACY	GA2036
CENTREPOINT INTERIOR LANKA	PV87486
CENTRAL DRUG MART	PV00212800
CENTRUM LANKA	PV00202071
CENTRAL TOURS AND TRAVELS	PV122696
CENTRAL   PEARL   EXPORTS	PV00222158
CENTRAL   PEARL   EXPORTS	PV00222158
CENTRE FOR AGRIBUSINESS DEVELOPMENT	GA2620
CENTRE FOR TECHNOLOGY EDUCATION PROMOTION AND TRAINING	GL5
CENTRAL HOTEL & PROPERTY MANAGEMENT	PV98494
CENTRAL INSURANCE CO.	F22
CENTRE FOR INTERCULTURAL UNDERSTANDING	GA2971
CENTENARY MOVEMENT	GA00236142
CENTRAL CONCRETE INDUSTRIES . [PVS 2236]	PV15436
CENTRE FREIGHT FORWARDING	PV67903
CENTRE FOR EQUALITY AND JUSTICE	GL2458
CENTRE FOR AVIATION STUDIES	PV00205199
CENTER FOR ALTERNATIVE DEVELOPMENT	PV62009
CENTRAL HOMES AND CONSTUCTION COMPANY	PV84465
CENTUM SOLUTIONS	PV107378
CENTRE FOR GEM & JEWELLERY	PV71523
CENTURY MANAGEMENT GROUP	PB818
CENTRIX LANKA	PV00218290
CENTER WORLD TRADING	PV00254541
CENTRAL LANDS & REAL ESTATE	PV00200531
CENTRE FOR EXCELLENCE IN EDUCATIONAL DEVELOPMENT	GL2407
CENTRAL SHIPPING	PV90795
CENTRAL LANDS & REAL ESTATE	PV00200531
